Pattern,Print,Fabric,Native_Product_Id,Primary_Colour
Printed,Geometric Print,Pure Cotton,12025022,Peach
Solid,Solid,Poly Chiffon,12866568,Magenta
Woven,Ethnic Motifs,Art Silk,8832071,Coral
Checked,Checked,Viscose Rayon,8428235,Red
Woven,Geometric Print,Art Silk,13008916,Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Pure Cotton,13385336,Off-White
Embroidered,Checked,Art Silk,13680570,Rose
Dyed,Bandhani,Art Silk,11514842,Pink
Striped,Striped,Silk Blend,10587994,Yellow
Woven,Geometric Print,Cotton Silk,15051100,Blue
Striped,Ombre,Viscose Rayon,14562784,Lavender
Printed,Ethnic Motifs,Cotton Silk,2055826,Cream
Dyed,Bandhani,Silk Blend,11065082,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Pure Cotton,6975690,Red
Woven,Ethnic Motifs,Silk Blend,14464138,Blue
Self-Checked,Checked,,1458189,Black
Embroidered,Floral,Organza,11414706,Black
Embroidered,Ethnic Motifs,Net,14016190,Blue
Solid,Solid,Linen,14447454,Fuchsia
Woven,Ethnic Motifs,Cotton Blend,11393542,Pink
Woven,Ethnic Motifs,Cotton Silk,13661676,Blue
Printed,Ethnic Motifs,Art Silk,10452028,Yellow
Solid,Solid,Net,11393544,Sea Green
Woven,Ethnic Motifs,Pure Cotton,9359949,Multi-Colour
Embroidered,Ethnic Motifs,Silk Blend,12967730,Maroon
Printed,Floral,Pure Cotton,12672372,Peach
Checked,Checked,Silk Blend,15038412,Beige
Woven,Geometric Print,Viscose Rayon,13571042,Off-White
Solid,Solid,Art Silk,11705184,Pink
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Pure Cotton,10185413,Orange
Embroidered,Ethnic Motifs,Net,14016136,Olive
Printed,Geometric Print,Silk Blend,10814004,Red
Embroidered,Ethnic Motifs,Silk Blend,13616824,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Silk Blend,13135182,Red
Woven,Floral,Art Silk,13008874,Navy Blue
Embroidered,Ethnic Motifs,Poly Chiffon,12336724,Charcoal
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Ethnic Motifs,Net,14016144,Pink
Embroidered,Ethnic Motifs,Net,14016148,Coral
Dyed,Bandhani,Art Silk,11492900,Green
Checked,Checked,Silk Blend,10487084,White
Embroidered,Floral,Pure Cotton,11918530,Pink
Solid,Solid,Organza,14447432,Grey
Embroidered,Floral,Cotton Blend,13552284,Green
Woven,Geometric Print,Organza,1709475,White
Woven,Floral,Silk Blend,12889074,Pink
Embroidered,Ethnic Motifs,Poly Chiffon,7740207,Green
Self-Checked,Checked,,996673,Blue
Solid,Solid,Poly Chiffon,13132830,White
Printed,Checked,Art Silk,9380885,Grey
Woven,Ethnic Motifs,Art Silk,8832067,Maroon
Solid,Solid,Poly Chiffon,10265397,Mustard
Printed,Ethnic Motifs,Art Silk,10711440,Blue
Checked,Checked,Silk Blend,15038412,Beige
Colour Blocked,Ethnic Motifs,Pure Cotton,11065408,Sea Green
Woven,Polka Dots,Cotton Blend,14447488,Brown
Striped,Striped,Cotton Blend,13135240,Navy Blue
Embroidered,Paisley Print,Poly Chiffon,11631696,Black
Embroidered,Ethnic Motifs,Net,14016110,Orange
Embroidered,Ethnic Motifs,Cotton Silk,11422340,Blue
Printed,Floral,Silk Blend,14121426,Grey
Embroidered,Geometric Print,Net,11539258,Black
Dyed,Solid,Pure Cotton,13355390,Yellow
Woven,Paisley Print,Silk Blend,4444080,Pink
Woven,Ethnic Motifs,Silk Blend,13876000,Pink
Solid,Solid,Poly Georgette,14301620,Maroon
Dyed,Bandhani,Silk Blend,12336734,Multi-Colour
Embroidered,Striped,Poly Chiffon,12889018,Black
Checked,Checked,Organza,14001172,Maroon
Embroidered,Checked,Art Silk,13680578,Magenta
Checked,Checked,Silk Blend,15038412,Beige
Woven,Striped,Cotton Silk,13113252,Red
Checked,Checked,Silk Blend,15038412,Beige
Woven,Striped,Cotton Blend,13616844,Grey
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Viscose Rayon,13732040,Lime Green
Embroidered,Floral,Net,10487126,Gold
Woven,Ethnic Motifs,Art Silk,14197554,Cream
Embroidered,Floral,Net,12762548,Red
Striped,Striped,Cotton Silk,13676010,Yellow
Printed,Striped,Cotton Blend,13617692,Yellow
Embroidered,Floral,Organza,7241410,Blue
Embroidered,Floral,Cotton Blend,12831452,White
Checked,Checked,Silk Blend,15038412,Beige
Woven,Striped,Organza,12025098,Red
Checked,Checked,Art Silk,13680552,Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Printed,Abstract Print,Silk Blend,13617690,Grey
Checked,Checked,Silk Blend,15038412,Beige
Woven,Floral,Silk Blend,13067960,Pink
Solid,Solid,Poly Crepe,10686328,Blue
Embroidered,Striped,Viscose Rayon,14430828,Off-White
Solid,,,1458192,White
Woven,Floral,Silk Blend,14129222,Green
Embroidered,Geometric Print,Pure Cotton,13022222,Grey
Dyed,Bandhani,Pure Cotton,7078035,Pink
Printed,Floral,Silk Blend,13530222,Yellow
Checked,Checked,Silk Blend,13783650,Peach
Woven,Ethnic Motifs,Art Silk,10810234,Coral
Embroidered,Ethnic Motifs,Pure Cotton,12510066,Blue
Striped,Striped,Silk Blend,13960696,Black
Woven,Ethnic Motifs,Art Silk,8832069,Orange
Woven,Striped,Art Silk,14197576,Green
Printed,Ethnic Motifs,Cotton Silk,14001190,White
Embroidered,Floral,Organza,10711498,Black
Woven,Ethnic Motifs,Silk Blend,11564108,Black
Embroidered,Ethnic Motifs,Cotton Silk,11422342,Red
Solid,Solid,Poly Chiffon,12866552,Orange
Embroidered,Floral,Pure Cotton,10581772,Red
Printed,Floral,Pure Cotton,14020064,Cream
Printed,Ethnic Motifs,Poly Chiffon,12654054,White
Solid,Ethnic Motifs,Poly Chiffon,12313114,Orange
Solid,Ethnic Motifs,Poly Chiffon,12313112,Mustard
Printed,Geometric Print,Pure Cotton,14319300,Red
Woven,Ethnic Motifs,Silk Blend,11564132,Navy Blue
Embroidered,Quirky,Net,14001010,Gold
Checked,Checked,Silk Blend,15038412,Beige
Printed,Ethnic Motifs,Cotton Blend,13133318,Black
Printed,Geometric Print,Cotton Blend,13135168,Off-White
Printed,Geometric Print,Cotton Blend,13617652,White
Embroidered,Floral,Net,14447476,Pink
Colour Blocked,Floral,Silk Blend,14001072,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Net,14620804,Red
Checked,Checked,Organza,14001074,White
Woven,Ethnic Motifs,Silk Blend,13067978,Teal
Woven,Floral,Silk Blend,13068004,Navy Blue
Embroidered,Floral,Organza,11414714,Gold
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Cotton Silk,1411007,Mustard
Woven,Polka Dots,Art Silk,10810222,Green
Solid,Solid,Net,12047878,Red
Embroidered,Floral,Poly Chiffon,7241403,Green
Printed,Floral,Pure Cotton,14738008,Lime Green
Checked,Checked,Silk Blend,15038412,Beige
Woven,Striped,Cotton Blend,13616830,Off-White
Printed,Floral,Poly Georgette,12016908,Grey
Woven,Ethnic Motifs,Art Silk,10487104,Blue
Printed,Paisley Print,Cotton Silk,13113234,Black
Printed,Quirky,Poly Georgette,14430830,Multi-Colour
Printed,Geometric Print,Silk Blend,10814028,Black
Woven,Ethnic Motifs,Silk Blend,13068052,Pink
Striped,Striped,Art Silk,12040868,Navy Blue
Printed,Abstract Print,Linen,14280502,Cream
Woven,Ethnic Motifs,Art Silk,13466980,Pink
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Ethnic Motifs,Net,14159462,Mustard
Embroidered,Geometric Print,Poly Chiffon,12336746,Black
Printed,Floral,Pure Cotton,8428255,Orange
Printed,Floral,Silk Blend,7461954,Blue
Solid,Solid,Net,11412930,Orange
Printed,Ethnic Motifs,Cotton Silk,11579068,White
Embroidered,Geometric Print,Poly Chiffon,10814034,Red
Woven,Geometric Print,Pure Cotton,11256000,Off-White
Woven,Ethnic Motifs,Art Silk,10810210,Green
Printed,Floral,Silk Blend,13135226,Cream
Printed,Geometric Print,Silk Blend,12957528,Red
Embroidered,Ethnic Motifs,Organza,6177484,Pink
Embroidered,,,1049322,Red
Checked,Checked,Silk Blend,15038412,Beige
Woven,Floral,Silk Blend,13068014,Purple
Woven,Leheriya,Silk Blend,13068040,Purple
Woven,Ethnic Motifs,Silk Blend,13068106,Blue
Woven,Bandhani,Pure Silk,13552294,Blue
Embroidered,Ethnic Motifs,Silk Blend,12740288,Blue
Printed,Ethnic Motifs,Silk Blend,14126768,Maroon
Woven,Geometric Print,Cotton Blend,13616836,Brown
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Floral,Poly Chiffon,10813992,Black
Printed,Geometric Print,Silk Blend,13617688,Multi-Colour
Checked,Checked,Poly Chiffon,4444081,White
Embroidered,Geometric Print,Pure Cotton,13022218,Black
Printed,Ethnic Motifs,Cotton Silk,11321032,Blue
Printed,Leheriya,Silk Blend,12967832,Multi-Colour
Woven,Ethnic Motifs,Cotton Silk,13661616,Orange
Woven,Striped,Organza,12025102,Cream
Dyed,Abstract Print,Poly Chiffon,13680590,Red
Printed,Geometric Print,Cotton Silk,14630932,Orange
Embroidered,Floral,Net,13616838,Maroon
Embroidered,Floral,Pure Cotton,13074336,Orange
Solid,Solid,Cotton Blend,14001158,Magenta
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Silk Blend,13068000,Magenta
Woven,Floral,Silk Blend,13068036,Teal
Embroidered,Floral,Silk Blend,15043200,Cream
Printed,Bandhani,Pure Cotton,14738004,Peach
Printed,Ethnic Motifs,Cotton Blend,11524966,Grey
Printed,Ethnic Motifs,Voile,12276276,Maroon
Embroidered,Leheriya,Poly Chiffon,14056600,Pink
Checked,Checked,Silk Blend,10711408,Orange
Woven,Paisley Print,Art Silk,13008836,Rust
Embroidered,Floral,Poly Chiffon,10652770,Blue
Solid,Solid,Poly Chiffon,2250191,White
Woven,Ethnic Motifs,Silk Blend,13068126,Purple
Dyed,Bandhani,Art Silk,11514832,Red
Embroidered,Ethnic Motifs,Organza,13931512,Pink
Solid,Solid,Art Silk,11539378,Maroon
Striped,Striped,Viscose Rayon,14562782,Off-White
Embroidered,Floral,Poly Chiffon,15043224,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Floral,Pure Cotton,13074340,Orange
Woven,Ethnic Motifs,Silk Blend,13068104,Red
Embroidered,Ethnic Motifs,Silk Blend,12967794,Gold
Embroidered,Geometric Print,,1619876,Orange
Embroidered,Ethnic Motifs,Net,15043176,Turquoise Blue
Embroidered,Floral,Silk Blend,14001094,Teal
Embroidered,Ethnic Motifs,Cotton Blend,13640282,White
Embroidered,Floral,Cotton Silk,13137762,Yellow
Woven,Polka Dots,Art Silk,10810212,Orange
Printed,Bandhani,Silk Blend,14447510,Blue
Embroidered,Paisley Print,Organza,7689349,Sea Green
Checked,Checked,Art Silk,11539384,Green
Striped,Striped,Silk Blend,14498484,Red
Printed,Floral,Silk Blend,11579050,Green
Solid,Paisley Print,Cotton Silk,1411003,Pink
Self-Checked,Checked,Art Silk,1252266,Black
Striped,Striped,Pure Cotton,8428345,Off-White
Embroidered,Ethnic Motifs,Poly Chiffon,14447522,Peach
Embroidered,Ethnic Motifs,Net,14016188,Blue
Solid,Solid,Net,13998380,Green
Printed,Floral,Art Silk,14630958,Yellow
Woven,Ethnic Motifs,Cotton Silk,13661692,Orange
Woven,Ethnic Motifs,Cotton Silk,13661678,Orange
Woven,Floral,Pure Silk,14447438,Red
Woven,Floral,Art Silk,13008912,Yellow
Woven,Ethnic Motifs,Silk Blend,8312619,Pink
Embroidered,Ethnic Motifs,Cotton Blend,11716852,Off-White
Printed,Floral,Cotton Silk,12426392,Orange
Woven,Ethnic Motifs,Pure Silk,7079364,Red
Embroidered,Ethnic Motifs,Poly Chiffon,15043198,Black
Printed,Geometric Print,Silk Blend,13617620,Green
Woven,Floral,Silk Blend,13067944,Purple
Striped,Striped,Silk Blend,13960704,Red
Woven,Floral,Silk Blend,13068032,Black
Embroidered,Abstract Print,Net,12762590,Yellow
Woven,Ethnic Motifs,Silk Blend,11564100,Mustard
Embroidered,Leheriya,Poly Chiffon,10831890,Pink
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Silk Blend,13133334,Off-White
Solid,Solid,Organza,14160396,Fuchsia
Striped,Striped,Poly Chiffon,12889066,Yellow
Woven,Floral,Poly Chiffon,12957542,Mustard
Embroidered,Polka Dots,Poly Chiffon,14121420,Cream
Woven,Floral,Silk Blend,11703736,Orange
Embroidered,Ethnic Motifs,Cotton Blend,13640280,Grey
Woven,Floral,Silk Blend,12889050,Maroon
Printed,Geometric Print,Pure Cotton,12672376,Blue
Checked,Checked,Silk Blend,15038412,Beige
Woven,Floral,Silk Blend,13067996,Red
Printed,Quirky,Poly Georgette,14430840,Pink
Solid,Solid,Cotton Silk,10358179,Pink
Printed,Floral,Cotton Silk,1411006,White
Woven,Ethnic Motifs,Silk Blend,13876060,Purple
Embroidered,Floral,Net,13552310,Burgundy
Embroidered,Ethnic Motifs,Poly Chiffon,12336732,Navy Blue
Embroidered,Ethnic Motifs,Poly Chiffon,14160432,White
Printed,Geometric Print,Silk Blend,10814152,Blue
Woven,Floral,Silk Blend,13068020,Teal
Woven,Ethnic Motifs,Silk Blend,13067998,Teal
Embroidered,Floral,Net,13552236,White
Checked,Checked,Silk Blend,10369601,Blue
Dyed,Leheriya,Poly Chiffon,10711420,Orange
Woven,Ethnic Motifs,Silk Blend,13876054,Maroon
Striped,Striped,Silk Blend,2190392,Multi-Colour
Embroidered,Geometric Print,Poly Chiffon,10814256,Orange
Embroidered,Floral,Net,12025094,Coral
Solid,Solid,Pure Silk,9266083,Orange
Woven,Geometric Print,Art Silk,12122332,Maroon
Printed,Floral,Net,2169759,Blue
Woven,Floral,Silk Blend,12889022,Blue
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Ethnic Motifs,Poly Chiffon,12336708,Pink
Embroidered,Paisley Print,Poly Georgette,13137758,Red
Printed,Floral,Silk Blend,13530074,Green
Woven,Floral,Silk Blend,13068096,Burgundy
Printed,Floral,Poly Chiffon,10464416,Navy Blue
Woven,Ethnic Motifs,Silk Blend,10711418,Blue
Embroidered,Paisley Print,Net,14447532,Cream
Embroidered,Floral,Cotton Blend,2170206,Cream
Solid,Floral,Silk Blend,13135252,White
Embroidered,Floral,Cotton Blend,12831446,White
Dyed,Ombre,Poly Chiffon,11362916,Red
Woven,Floral,Silk Blend,13068024,Burgundy
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,6918948,Grey
Embroidered,Ethnic Motifs,Net,14016208,Peach
Embroidered,Floral,Silk Blend,12762560,Grey
Printed,Ethnic Motifs,Art Silk,10452058,Green
Printed,Bandhani,Art Silk,9479877,Multi-Colour
Printed,Ethnic Motifs,Art Silk,10452054,Orange
Embroidered,Ethnic Motifs,Organza,6177452,Red
Woven,Ethnic Motifs,Cotton Silk,13661590,Pink
Embroidered,Paisley Print,Organza,7689318,Orange
Dyed,Bandhani,Silk Blend,12336740,Multi-Colour
Woven,Geometric Print,Silk Blend,14069926,Burgundy
Embroidered,Floral,Cotton Blend,2452443,Cream
Embroidered,Floral,Cotton Silk,7689354,Cream
Embroidered,Geometric Print,Net,11539274,Red
Woven,Leheriya,Silk Blend,13067974,Purple
Checked,Checked,Pure Cotton,6975601,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Cotton Blend,13616834,Maroon
Embroidered,Ethnic Motifs,Net,14016206,Grey
Solid,,Viscose Rayon,1537561,Off-White
Woven,Polka Dots,Art Silk,10810226,Mustard
Embroidered,Geometric Print,Silk Blend,13053556,Grey
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Cotton Silk,13661652,Green
Embroidered,,,1791167,Black
Woven,Ethnic Motifs,Silk Blend,13068064,Teal
Solid,Solid,Poly Chiffon,10464256,Navy Blue
Embroidered,Floral,Silk Blend,9260671,Sea Green
Printed,Floral,Silk Blend,13530256,Green
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Ethnic Motifs,Net,14001174,Gold
Printed,Ethnic Motifs,Cotton Silk,2055825,Cream
Embroidered,Ethnic Motifs,Poly Chiffon,14674644,Black
Woven,Ethnic Motifs,Silk Blend,11539330,Black
Woven,Leheriya,Pure Cotton,14534050,Navy Blue
Printed,Floral,Cotton Blend,12762390,Navy Blue
Embroidered,Floral,Cotton Silk,12398582,Blue
Dyed,Bandhani,Silk Blend,12336768,Black
Woven,Floral,Art Silk,11775114,Pink
Embroidered,Ethnic Motifs,Cotton Blend,13931508,White
Solid,Solid,Net,10207401,Off-White
Woven,Floral,Silk Blend,11703738,Sea Green
Printed,Floral,Silk Blend,12496774,Maroon
Solid,Solid,Art Silk,10619874,Yellow
Embroidered,Ethnic Motifs,Poly Chiffon,14674660,Red
Woven,Ethnic Motifs,Silk Blend,11564088,Green
Woven,Ethnic Motifs,Silk Blend,12457262,Yellow
Embroidered,Ethnic Motifs,Poly Chiffon,12336716,Grey
Woven,Ethnic Motifs,Pure Cotton,13775190,Green
Embroidered,Ethnic Motifs,Poly Chiffon,14674632,Maroon
Embroidered,Floral,Organza,11414698,Pink
Solid,Solid,Poly Georgette,14301614,Blue
Embroidered,Ethnic Motifs,Net,14016100,Yellow
Checked,Checked,Art Silk,11539240,Blue
Embroidered,Checked,Silk Blend,14447456,Red
Embroidered,Floral,Poly Chiffon,10652806,Orange
Embroidered,Ethnic Motifs,Pure Cotton,12336772,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Woven,Floral,Silk Blend,13067950,Teal
Striped,Striped,Poly Georgette,14301622,Pink
,Geometric Print,Art Silk,1252276,Multi-Colour
Embroidered,Ethnic Motifs,Cotton Silk,11275710,White
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Art Silk,10810232,Coral
Striped,Striped,Poly Georgette,14491566,Blue
Embroidered,Geometric Print,Net,10831886,Red
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Poly Georgette,13585424,Green
Striped,Striped,Art Silk,12122336,Maroon
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Silk Blend,12457260,Pink
Printed,Striped,Silk Blend,13960698,Navy Blue
Striped,Striped,Art Silk,13408834,Black
Embroidered,Floral,Poly Chiffon,10652742,Yellow
Embroidered,,,1791172,White
Striped,Striped,Pure Cotton,14666062,Purple
Printed,Floral,Organza,14095660,Navy Blue
Embroidered,Ethnic Motifs,Net,14159470,Lavender
Embroidered,Floral,Poly Chiffon,10814242,Pink
Embroidered,Ethnic Motifs,Cotton Blend,14000984,Cream
Woven,Ethnic Motifs,Silk Blend,14129242,Green
Printed,Bandhani,,1402284,Orange
Printed,Ethnic Motifs,Pure Cotton,14666008,Green
Printed,Floral,Cotton Blend,14001016,Cream
Colour Blocked,Polka Dots,Silk Blend,14001144,Red
Printed,Floral,Pure Cotton,10581776,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Ethnic Motifs,Silk Blend,10686310,Orange
Woven,Ethnic Motifs,Cotton Silk,13441450,Black
Woven,Ethnic Motifs,Silk Blend,13068012,Green
Embroidered,Checked,Net,7689306,Gold
Woven,Floral,Silk Blend,13068058,Green
Woven,Ethnic Motifs,Silk Blend,13068060,Teal
Woven,Geometric Print,Silk Blend,11703742,Blue
Woven,Ethnic Motifs,Silk Blend,8943981,Teal
Woven,Floral,Silk Blend,12889114,Orange
Embroidered,Floral,Cotton Blend,2452451,Black
Woven,Ethnic Motifs,Silk Blend,10358127,Multi-Colour
Woven,Geometric Print,Art Silk,11539256,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Poly Georgette,14443750,Coral
Woven,Ethnic Motifs,Art Silk,13008852,Yellow
Embroidered,Ethnic Motifs,Net,14016172,Maroon
Woven,Ethnic Motifs,Silk Blend,11564148,Black
Solid,,Viscose Rayon,1213531,Blue
Embroidered,Ethnic Motifs,Net,11514862,Red
Woven,Abstract Print,Cotton Silk,13921508,Green
Woven,Ethnic Motifs,Cotton Silk,13661646,Green
Printed,Floral,Organza,14095654,Peach
Printed,Floral,Silk Blend,13530148,Yellow
Printed,Ethnic Motifs,Silk Blend,7761968,Multi-Colour
Embroidered,Floral,Net,14001130,Gold
Solid,Solid,Cotton Blend,14000990,Green
Embroidered,Floral,Silk Blend,9260663,Blue
Embroidered,Ethnic Motifs,Poly Chiffon,14674652,Maroon
Embroidered,Ethnic Motifs,Poly Chiffon,14674658,Maroon
Woven,Ethnic Motifs,Organza,2170205,Gold
Embroidered,Floral,Net,14121428,Black
Woven,Ethnic Motifs,Cotton Silk,12638660,Orange
Striped,Striped,Silk Blend,13960700,Yellow
Solid,Solid,Cotton Blend,14001092,Cream
Checked,Checked,Silk Blend,15038412,Beige
Printed,Bandhani,Silk Blend,14160356,Orange
Woven,Ethnic Motifs,Cotton Silk,13661606,Orange
Woven,Striped,Art Silk,14197506,Orange
Woven,Ethnic Motifs,Silk Blend,13606330,Navy Blue
Printed,Geometric Print,Silk Blend,12957538,Black
Embroidered,Ethnic Motifs,Silk Blend,12967804,Pink
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Silk Blend,9817219,Pink
Embroidered,Floral,Cotton Blend,11631674,Sea Green
Printed,Floral,Organza,11255964,Green
Printed,Floral,Silk Blend,13530172,Peach
Embroidered,Ethnic Motifs,Poly Chiffon,14674674,Red
Embroidered,Floral,Cotton Blend,13817048,Pink
Woven,Ethnic Motifs,Organza,2170204,Gold
Woven,Ethnic Motifs,Art Silk,13466956,Black
Checked,Checked,Silk Blend,15038412,Beige
Embroidered,Ethnic Motifs,Pure Cotton,13074346,Mustard
Solid,Solid,Pure Cotton,15266694,Blue
Embroidered,Striped,Cotton Silk,13676020,Blue
Solid,Solid,Pure Cotton,15266776,Navy Blue
Woven,Ethnic Motifs,Cotton Silk,13661734,Magenta
Embroidered,Ethnic Motifs,Net,14016200,Blue
Embroidered,Floral,Poly Chiffon,12866562,Black
Embroidered,Ethnic Motifs,Net,11514834,Gold
Printed,Ethnic Motifs,Cotton Silk,11539398,Black
Solid,Solid,Poly Chiffon,12889128,White
Woven,Ethnic Motifs,Silk Blend,13371118,Green
Embroidered,Floral,Organza,10711508,Peach
Embroidered,Floral,Net,12025086,Green
Solid,Solid,Net,10810698,White
Woven,Geometric Print,Silk Blend,9266077,Grey
Embroidered,Ethnic Motifs,Net,15043238,Cream
Embroidered,Floral,Net,14159454,Yellow
Woven,Floral,Silk Blend,11293416,Turquoise Blue
Solid,Solid,Viscose Rayon,6918906,Brown
Checked,Checked,Silk Blend,15038412,Beige
Woven,Ethnic Motifs,Silk Blend,11293360,Pink
Solid,Solid,Pure Cotton,15266770,Lime Green
Printed,Floral,Silk Blend,13530082,Yellow
Woven,Ethnic Motifs,Cotton Silk,13441452,Teal
Solid,Floral,Poly Chiffon,13135188,Navy Blue
Woven,Ethnic Motifs,Silk Blend,13068016,Black
Printed,Striped,Cotton Blend,13181716,Black
Woven,Ethnic Motifs,Silk Blend,13606298,Blue
Woven,Ethnic Motifs,Silk Blend,13371106,Green
Printed,Geometric Print,Pure Cotton,13617616,Pink
Embroidered,Floral,Organza,11414700,Red
Woven,Floral,Cotton Silk,15292272,Black
Embroidered,Floral,Cotton Blend,2055833,Cream
Printed,Ethnic Motifs,Pure Cotton,6975715,Pink
Striped,Striped,Organza,11579084,Yellow
Checked,Checked,Poly Chiffon,9541619,Green
Embroidered,Ethnic Motifs,Poly Chiffon,15043222,Navy Blue
Solid,Solid,Linen,14447536,Purple
Printed,Leheriya,Poly Chiffon,12762414,Blue
Checked,Checked,Cotton Silk,15292186,Gold
Embroidered,Floral,Net,12889130,Gold
Embroidered,Floral,Net,14447518,Red
Printed,Bandhani,Poly Crepe,11689126,Pink
Printed,Abstract Print,Satin,2452468,Multi-Colour
Embroidered,Ethnic Motifs,Net,14016120,Pink
Woven,Ethnic Motifs,Silk Blend,11607742,Peach
Embroidered,Ethnic Motifs,Poly Chiffon,15043262,Sea Green
